date,Execution Price,Size Tokens,Size USD,Closed PnL,Fee,timestamp,value,classification
2024-05-11,67511.4,2.96249,200627.23,678.4759280000001,70.219524,1715405400,53,Neutral
2024-05-12,4881.7428253070175,75629.96987,1256750.79,71574.11848800001,352.76572323,1715491800,56,Greed
2024-06-01,6586.107318181818,7077.42664,298521.4,135.58166400000002,74.630342,1717219800,72,Greed
2024-06-02,22118.307961134193,55455572.2847,8047153.41,-215.615907,988.606997,1717306200,73,Greed
2024-06-03,1.7171503902439025,10955146.0,327218.02,6814.825139,-3.355318,1717392600,73,Greed
2024-06-04,3328.08125,20.4808,68223.67,236.33513399999998,23.878277,1717479000,73,Greed
2024-06-05,3109.866666666667,66.07939999999999,206016.43,968.59038,72.105746,1717565400,75,Extreme Greed
2024-06-06,30.647596965811967,71093.724,137557.76,274.173187,37.079424,1717651800,78,Extreme Greed
2024-06-07,1.10232597125,983577.0,2490.17,108.87217799999999,344.35416,1717738200,77,Extreme Greed
2024-06-08,1056.048024274299,305641.96643,61478.38,267.318048,62.621279,1717824600,72,Greed
2024-06-09,215.73034285714286,1449.6331,39047.1,-1104.856765,13.666476,1717911000,75,Extreme Greed
2024-06-10,62166.40909090909,4.8180499999999995,300130.56,130.487079,105.045693,1717997400,72,Greed
2024-06-11,58370.23423933333,11683.6737,123906.9,2817.83723,43.36741,1718083800,74,Greed
2024-06-12,15604.850347196028,108676.63024,3471019.22,-92624.643895,691.99378587,1718170200,72,Greed
2024-07-01,7513.911021649485,165182.52107,1048850.06,-835.681235,262.212464,1719811800,53,Neutral
2024-07-02,3.98582,13261.9,6758.73,241.24212,0.339693,1719898200,51,Neutral
2024-07-04,3398.0043478260873,14.7128,49988.14,0.0,17.495845,1720071000,44,Fear
2024-07-05,1715.215231,619867.0196,108717.58,883.537693,38.039061,1720157400,29,Fear
2024-07-06,1232.3513694545454,272861.1558,1098588.76,8902.467416,372.962664,1720243800,26,Fear
2024-07-07,3.9900000000000007,125.0,498.75,61.428942,0.049875,1720330200,29,Fear
2024-07-08,1.594288883939394,29210.93451012,2492.77,188.789255,3.7522038,1720416600,28,Fear
2024-07-10,63684.42857142857,3.4539,219984.65,0.0,76.994616,1720589400,28,Fear
2024-07-11,1338.6989985840708,132565.51276,111335.3,4493.353136,26.17844238,1720675800,29,Fear
2024-07-12,1359.7200135328949,1291173.42509178,451733.42,85906.279067,108.4520379,1720762200,25,Fear
2024-08-01,15078.63093734375,108119.81523000001,1522452.43,-269.874439,380.613064,1722490200,52,Neutral
2024-08-02,10.0228845,5609953.100000001,26051.12,770.756024,3.0028870000000003,1722576600,57,Greed
2024-08-03,2.9131835970149256,3448270.8,183583.18,4271.886236,-3.6716290000000003,1722663000,37,Fear
2024-08-04,3295.5374166666666,11492.048999999999,211940.64,1218.4267,61.790548,1722749400,34,Fear
2024-08-05,2312.7117384615385,239.8835,65973.57,1.56576,23.076826,1722835800,26,Fear
2024-08-06,10513.408993103449,2425.2625000000003,97351.88,129.13883900000002,34.073137,1722922200,17,Extreme Fear
2024-08-07,3.19,156.0,497.64,0.0,0.0156,1723008600,29,Fear
2024-08-08,520.3884688888888,14545.8545382,16299.35,-40.712216999999995,6.647995,1723095000,20,Extreme Fear
2024-08-09,0.11756,0.93414,0.11,0.0,0.0,1723181400,48,Neutral
2024-08-10,58825.33341509444,414.530151,434584.13,5396.546638,152.10422,1723267800,40,Fear
2024-08-11,46749.91446666667,8026.56244,270700.44,-64.41354100000007,93.87825699999999,1723354200,39,Fear
2024-08-12,1787.932218347619,930353.7121,932939.72,15965.933436,234.17888346,1723440600,25,Fear
2024-09-01,14127.109546714286,129356.31168,870051.97,-826.349863,204.012928,1725168600,26,Fear
2024-09-03,15.9975568974359,17984276.7,658178.75,9949.501624,1.8517640000000002,1725341400,26,Fear
2024-09-04,3501.3000000000006,16.2979,57063.840000000004,0.0,19.972341,1725427800,27,Fear
2024-09-05,2667.6832657142854,34670.3984,221966.12,1147.595856,77.688132,1725514200,29,Fear
2024-09-06,1091.865705882353,479.66769999999997,22410.22,0.0,7.515775,1725600600,22,Extreme Fear
2024-09-07,4.546446666666666,600.0,2736.45,648.984412,0.39756800000000003,1725687000,23,Extreme Fear
2024-09-08,4675.996384345139,84372.3108,503204.86,18082.071276,185.25438068,1725773400,29,Fear
2024-09-09,0.0115,349080.0,4014.4300000000003,0.0,34.9079,1725859800,26,Fear
2024-09-10,61800.92857142857,3.5594,220399.93,396.06272,77.139967,1725946200,33,Fear
2024-09-11,8015.27303244186,77022.8972,193384.41,102.90894,66.18450299999999,1726032600,37,Fear
2024-09-12,3534.2818935269015,170346.94181,983949.68,6310.967676,174.77343643,1726119000,31,Fear
2024-10-01,12914.76879230052,200302.43156,2057479.48,-1517.091342,434.044865,1727760600,50,Neutral
2024-10-03,34.630716666666665,32040.08,219973.85,2482.9272,2.281072,1727933400,37,Fear
2024-10-04,3433.4707317073166,102.5007,351735.97,5207.443414,123.107562,1728019800,41,Fear
2024-10-05,2946.254545454545,53.3457,156882.0,2101.741695,54.90869,1728106200,49,Neutral
2024-10-06,280.7776811320755,5358.5419,46587.93,31.266804999999998,14.696328000000001,1728192600,50,Neutral
2024-10-07,2410.4582857142855,6773.8043,687900.21,11977.734907,240.76504,1728279000,50,Neutral
2024-10-08,1.8675185526136362,155667.97957,11339.29,0.0,50.0831879,1728365400,49,Neutral
2024-10-09,1557.6705000000002,66673.7621,2547.28,-219.729659,7.2904,1728451800,49,Neutral
2024-10-10,59323.25,5.04899,300024.33999999997,0.0,105.00851,1728538200,39,Fear
2024-10-11,22619.335545589594,840527.93569,413636.7,991.114334,142.313546,1728624600,32,Fear
2024-10-12,2885.2128903966163,2869587.4983333,3150424.08,39325.770231,453.54068535,1728711000,49,Neutral
2024-11-01,12141.70542857143,846.43972,305314.1,-164.08950099999998,75.867171,1730439000,75,Extreme Greed
2024-11-02,17890.449081970586,26558.56903,212311.82,983.443176,24.955292,1730525400,72,Greed
2024-11-03,2.647672619047619,139371.0,176519.44999999998,3588.179495,8.47289,1730611800,74,Greed
2024-11-04,3521.2125,21.5697,76400.96,389.743164,26.740329,1730698200,70,Greed
2024-11-05,2922.511111111111,21.6418,63248.95,251.604742,22.137125,1730784600,70,Greed
2024-11-06,8924.726208861788,14340.01016,373279.92,4320.631811,129.928213,1730871000,70,Greed
2024-11-07,3151.1421052631576,53.826499999999996,169887.02,1876.812082,59.460443,1730957400,77,Extreme Greed
2024-11-08,892.9076233333334,95524.24650000001,44230.21,847.7766200000001,40.931287,1731043800,75,Extreme Greed
2024-11-09,1.5e-05,35870.82982,0.54,0.0,0.0,1731130200,75,Extreme Greed
2024-11-10,59195.38462157692,4520.60588,488904.19,8885.327477,171.116194,1731216600,78,Extreme Greed
2024-11-11,6882.198738908847,3050577.40352,1570572.42,6749.630996,396.91055,1731303000,76,Extreme Greed
2024-11-12,4356.6742505249795,371860.94751,2194098.33,319051.554217,413.50923006,1731389400,80,Extreme Greed
2024-12-01,39774.47142857143,1542.27934,200082.27,-1925.519024,49.480726999999995,1733031000,81,Extreme Greed
2024-12-02,28717.7418125,1017.55939,227247.69999999998,913.8817869999998,27.111911,1733117400,80,Extreme Greed
2024-12-03,9.235375,11404.0,103040.85,3039.166,4.945953,1733203800,76,Extreme Greed
2024-12-04,555.2924815968992,21920455.0583,442088.59,-592.6458390000001,97.560875,1733290200,78,Extreme Greed
2024-12-05,1272.34931,34544.4206,55179.56,0.0,19.312829,1733376600,84,Extreme Greed
2024-12-06,1364.4425952755905,37105.51234,193407.96,-21886.531493,63.921417,1733463000,72,Greed
2024-12-07,1621.380905263158,6408.3182,89582.97,1412.314654,31.354029,1733549400,75,Extreme Greed
2024-12-08,855.5521279583332,59463.483204000004,54167.32,858.6705000000001,36.071895,1733635800,79,Extreme Greed
2024-12-10,62726.0,2.54599,159713.4,541.55471,55.899685,1733808600,78,Extreme Greed
2024-12-11,33638.82797450292,144432.45464,1226354.52,3494.399394,427.904853,1733895000,74,Greed
2024-12-12,2265.6843708274846,1644131.25544,4557189.87,599151.795008,698.96545151,1733981400,83,Extreme Greed
2025-01-01,8822.579264114584,34746.99172,282582.1,-9528.065345,31.60438221,1735709400,66,Greed
2025-01-02,4211.306208217666,6531578.90293,1363746.44,32300.205017,285.47738189,1735795800,70,Greed
2025-01-03,3119.315583793103,252969.30428563,263824.13,10596.108968,37.06354539,1735882200,74,Greed
2025-01-04,11425.36599246875,922157.5379400001,704445.1900000001,-2202.6622420000003,162.93599482,1735968600,73,Greed
2025-01-05,12672.104182341463,101855.22113,10720240.52,54536.829297000004,2652.6136779658,1736055000,72,Greed
2025-02-01,10094.891613861495,398599.55802,774674.84,8716.519087,176.13969323,1738387800,68,Greed
2025-02-02,5409.088864621683,2856407.23053,5661092.29,162854.759623,1184.12208921,1738474200,60,Greed
2025-02-03,9371.077831221804,256166.66921,6460848.74,66914.320708,1931.69694201,1738560600,44,Fear
2025-02-04,7414.856134767658,3768092.12272,3867930.6,202212.740938,1181.2230379,1738647000,72,Greed
2025-03-01,9803.075828159448,380142.44466,771208.99,6028.486793,210.99783681,1740807000,20,Extreme Fear
2025-03-02,4859.416197735714,12993753.49954967,22592901.37,348871.326269,2991.56562406,1740893400,26,Fear
2025-03-03,3500.2799614203777,1215235.7347,8244590.38,616413.032233,1040.56404242,1740979800,33,Fear
2025-03-04,4420.623526697368,5323868.72889,8670233.15,-2365.961276,1337.1188527,1741066200,15,Extreme Fear
2025-04-01,7797.149899172507,195756.23854,1826029.6199999999,2553.537968,233.711971,1743485400,34,Fear
2025-04-02,15703.124947818073,1144231.01994,15678409.27,416876.88812,3853.77856394,1743571800,44,Fear
2025-04-03,2545.786879941715,949350.55796,11124247.15,182075.566585,2220.33648528,1743658200,25,Fear
2025-04-04,4732.811766900943,1425479.21115,3835545.73,-25515.678949999998,836.063409361,1743744600,28,Fear
2025-05-01,7824.165539405858,260134.01253,451943.57,3187.719363,139.34161097,1746077400,53,Neutral
2025-05-02,21926.164488164224,1176756.31614,8743231.51,56706.235562,1335.74961667,1746163800,67,Greed
